chair_053_14.obj,0
chair_053_15.obj,0
chair_053_16.obj,1
chair_055_01.obj,1
chair_055_02.obj,1
chair_055_03.obj,0
chair_055_04.obj,0
chair_055_05.obj,0
chair_055_06.obj,0
chair_064_01.obj,1
chair_064_02.obj,1
chair_064_03.obj,0
chair_064_04.obj,0
chair_064_05.obj,0
chair_064_06.obj,0
chair_064_07.obj,0
chair_064_08.obj,0
chair_066_01.obj,0
chair_066_02.obj,0
chair_066_03.obj,0
chair_066_04.obj,0
chair_066_05.obj,0
chair_066_06.obj,0
chair_066_07.obj,0
chair_066_08.obj,0
chair_066_09.obj,0
chair_066_10.obj,0
chair_066_11.obj,0
chair_066_12.obj,1
chair_066_13.obj,2
chair_066_14.obj,0
chair_066_15.obj,0
chair_066_16.obj,0
chair_066_17.obj,0
chair_066_18.obj,0
chair_066_19.obj,2
chair_066_20.obj,2
chair_066_21.obj,2
chair_066_22.obj,2
chair_066_23.obj,2
chair_076_01.obj,1
chair_076_02.obj,1
chair_076_03.obj,1
chair_076_04.obj,1
chair_076_05.obj,1
chair_076_06.obj,1
chair_076_07.obj,2
chair_076_08.obj,2
chair_076_09.obj,2
chair_076_10.obj,2
chair_085_01.obj,1
chair_085_02.obj,1
chair_085_03.obj,0
chair_085_04.obj,0
chair_095_01.obj,0
chair_095_02.obj,0
chair_095_03.obj,0
chair_095_04.obj,0
chair_124_01.obj,1
chair_124_02.obj,0
chair_124_03.obj,0
chair_124_04.obj,0
chair_124_05.obj,0
chair_124_06.obj,1
chair_124_07.obj,2
chair_124_08.obj,2
chair_124_09.obj,0
chair_124_10.obj,0
chair_124_11.obj,0
chair_124_12.obj,0
chair_124_13.obj,0
chair_124_14.obj,2
chair_124_15.obj,2
chair_124_16.obj,2
chair_124_17.obj,2
chair_124_18.obj,2
chair_138_01.obj,1
chair_138_02.obj,1
chair_138_03.obj,0
chair_138_04.obj,0
chair_138_05.obj,0
chair_138_06.obj,0
chair_171_01.obj,0
chair_171_02.obj,0
chair_171_03.obj,0
chair_171_04.obj,0
chair_171_05.obj,0
chair_171_06.obj,1
chair_171_07.obj,0
chair_171_08.obj,0
chair_171_09.obj,0
chair_171_10.obj,0
chair_171_11.obj,0
chair_171_12.obj,0
chair_244_01.obj,1
chair_244_02.obj,1
chair_244_03.obj,0
chair_244_04.obj,0
chair_244_05.obj,0
chair_244_06.obj,0
chair_244_07.obj,0
chair_244_08.obj,0
chair_244_09.obj,0
chair_244_10.obj,0
chair_267_01.obj,1
chair_267_02.obj,1
chair_267_03.obj,1
chair_267_04.obj,1
chair_267_05.obj,0
chair_267_06.obj,0
chair_267_07.obj,0
chair_267_08.obj,0
chair_267_09.obj,1
chair_002_01.obj,1
chair_002_02.obj,0
chair_002_03.obj,0
chair_002_04.obj,0
chair_002_05.obj,0
chair_002_06.obj,1
chair_002_07.obj,0
chair_002_08.obj,0
chair_002_09.obj,0
chair_002_10.obj,0
